step,amount,isFraud,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,original_error,is_transfer_or_cashout,fraud_prone,transfer_high_amount
578,736677.36,1,0,1,0,0,0,0.0,1,1,0
203,10976.39,0,0,0,0,1,0,4327.23515178412,0,0,0
184,78162.32,0,0,1,0,0,0,-77476.32,1,1,0
280,110555.99,0,0,1,0,0,0,-110555.99,1,1,0
44,5972.09,0,0,0,0,1,0,26192.736336084745,0,0,0
139,372455.3,0,0,1,0,0,0,-372081.22,1,1,0
331,19183.83,0,0,0,0,1,0,81105.8663377406,0,0,0
201,4503.22,0,0,0,0,1,0,94041.01838127068,0,0,0
235,13492.45,0,0,0,0,1,0,50326.443479098205,0,0,0
20,238677.5,0,0,1,0,0,0,-218046.5,1,1,0
163,151347.61,0,1,0,0,0,0,472416.8292183373,0,0,0
180,14710.77,0,0,0,0,1,0,36739.718073026525,0,0,0
154,442722.01,1,0,0,0,0,1,0.0,1,1,1
41,10744.8,0,0,0,0,1,0,9591.030356630356,0,0,0
134,198639.7,0,1,0,0,0,0,-153402.10447545312,0,0,0
156,246409.59,0,0,1,0,0,0,-227426.22,1,1,0
212,13898.74,0,0,0,0,1,0,-13898.74,0,0,0
212,813.98,0,0,0,0,1,0,54565.112631805976,0,0,0
355,5338162.8,1,0,0,0,0,1,0.0,1,1,1
139,499274.08,0,0,0,0,0,1,-369293.08,1,1,1
304,46661.03,1,0,1,0,0,0,0.0,1,1,0
414,724264.21,1,0,0,0,0,1,0.0,1,1,1
306,20746.75,0,0,0,0,1,0,-20746.75,0,0,0
36,173889.54,0,1,0,0,0,0,20762040.454750285,0,0,0
207,292780.76,0,0,1,0,0,0,-187661.76,1,1,0
421,1501341.87,1,0,0,0,0,1,0.0,1,1,1
227,483441.68,0,0,1,0,0,0,-483441.68,1,1,0
570,1021194.38,1,0,1,0,0,0,0.0,1,1,0
494,103909.1,1,0,1,0,0,0,0.0,1,1,0
323,354758.13,0,0,1,0,0,0,-354177.13,1,1,0
36,17535.8,0,0,1,0,0,0,-17535.8,1,1,0
40,79636.2,0,1,0,0,0,0,261009.85128502018,0,0,0
18,5127.57,0,0,0,0,1,0,-5127.57,0,0,0
187,162325.95,0,1,0,0,0,0,2020163.512276077,0,0,0
13,783939.47,0,0,0,0,0,1,-782910.47,1,1,1
17,291.34,0,0,0,0,1,0,-291.34,0,0,0
523,159094.64,1,0,1,0,0,0,0.0,1,1,0
229,189201.23,0,1,0,0,0,0,6768115.187861898,0,0,0
400,27083.04,0,0,0,0,1,0,-16036.04,0,0,0
666,113336.41,1,0,0,0,0,1,0.0,1,1,0
629,892213.56,1,0,0,0,0,1,0.0,1,1,1
308,7108.86,0,0,0,0,1,0,2157.4592979392555,0,0,0
656,46291.81,1,0,1,0,0,0,0.0,1,1,0
284,18132.12,0,0,0,0,1,0,-18132.12,0,0,0
448,9605.56,0,0,0,0,1,0,-9605.56,0,0,0
134,183231.34,0,1,0,0,0,0,745660.8682047306,0,0,0
132,37828.91,0,0,0,0,1,0,-37828.91,0,0,0
433,1191183.65,1,0,0,0,0,1,0.0,1,1,1
493,6236.43,0,1,0,0,0,0,465502.99265503476,0,0,0
625,2571605.04,1,0,1,0,0,0,0.0,1,1,0
546,146589.5,0,0,1,0,0,0,-135587.5,1,1,0
695,243561.56,0,0,1,0,0,0,-243561.56,1,1,0
187,94653.64,0,1,0,0,0,0,-80091.24119857897,0,0,0
227,66010.06,0,0,1,0,0,0,-51840.06,1,1,0
369,116296.54,0,1,0,0,0,0,10716039.701273283,0,0,0
325,1722777.8,0,0,0,0,0,1,-1719016.8,1,1,1
404,6688.79,0,0,0,0,1,0,110075.6009627675,0,0,0
328,193264.03,0,1,0,0,0,0,-193160.2024177703,0,0,0
106,1486955.35,1,0,1,0,0,0,0.0,1,1,0
606,228803.98,1,0,1,0,0,0,0.0,1,1,0
17,270125.35,0,1,0,0,0,0,-249038.93185264507,0,0,0
469,4093.25,0,0,0,0,1,0,181401.4214600322,0,0,0
374,74846.77,0,0,1,0,0,0,-55027.770000000004,1,1,0
24,6844.73,1,0,1,0,0,0,0.0,1,1,0
250,213463.32,1,0,1,0,0,0,0.0,1,1,0
174,1244224.16,1,0,1,0,0,0,0.0,1,1,0
378,192112.88,0,0,0,0,0,1,-190821.88,1,1,0
307,21227.18,0,0,1,0,0,0,13344.320367352644,1,1,0
566,285372.75,0,0,1,0,0,0,79547.96573012474,1,1,0
9,489451.35,0,0,1,0,0,0,-458953.35,1,1,0
276,39965.6,0,0,1,0,0,0,59109.412651764,1,1,0
210,1997.91,0,0,0,0,1,0,-1997.91,0,0,0
246,14343.03,1,0,1,0,0,0,0.0,1,1,0
34,13947.64,0,0,0,0,1,0,19918.4600506997,0,0,0
208,4815187.09,1,0,1,0,0,0,0.0,1,1,0
535,606501.57,1,0,0,0,0,1,0.0,1,1,1
14,22324.92,0,1,0,0,0,0,999436.6613328691,0,0,0
371,54515.14,0,0,1,0,0,0,-52437.14,1,1,0
726,316882.94,1,0,0,0,0,1,0.0,1,1,1
166,1803411.53,1,0,0,0,0,1,0.0,1,1,1
371,243840.36,0,0,1,0,0,0,-223562.36,1,1,0
253,106188.26,0,0,1,0,0,0,-106188.26,1,1,0
182,670859.39,0,0,0,0,0,1,-670859.39,1,1,1
300,208879.08,0,0,1,0,0,0,-208879.08,1,1,0
309,71968.29,0,0,1,0,0,0,-71968.29,1,1,0
548,126431.61,1,0,1,0,0,0,0.0,1,1,0
305,246648.4,0,0,1,0,0,0,-246648.4,1,1,0
399,34644.67,0,0,0,0,1,0,-31675.93,0,0,0
35,298542.26,0,0,1,0,0,0,-292955.26,1,1,0
484,26654.46,1,0,1,0,0,0,0.0,1,1,0
378,210951.22,0,0,1,0,0,0,-205833.22,1,1,0
158,10057.05,0,0,0,0,1,0,45498.22431373765,0,0,0
251,18884.89,0,0,0,0,1,0,1531.7703908785734,0,0,0
182,263237.23,0,0,1,0,0,0,-263237.23,1,1,0
17,12064.04,0,0,0,0,1,0,13713.433101510625,0,0,0
201,34810.26,0,1,0,0,0,0,-11361.232864283382,0,0,0
348,5366.22,0,0,0,0,1,0,243262.37804902406,0,0,0
277,324621.38,0,1,0,0,0,0,-313321.104674099,0,0,0
307,126136.16,0,1,0,0,0,0,-80133.21613401588,0,0,0
187,198375.21,0,0,1,0,0,0,-198375.21,1,1,0
187,4663.92,0,0,0,0,1,0,-4663.92,0,0,0
9,18640.66,0,0,0,0,1,0,943443.2426928723,0,0,0
262,2262.75,0,0,0,0,1,0,406797.3338954024,0,0,0
397,273141.17,0,1,0,0,0,0,4069450.9750151476,0,0,0
47,36532.84,1,0,1,0,0,0,0.0,1,1,0
213,147279.87,0,1,0,0,0,0,348168.6865000924,0,0,0
85,1440705.58,1,0,1,0,0,0,0.0,1,1,0
396,7395.86,0,0,0,0,1,0,-7395.86,0,0,0
145,15002.79,0,0,0,0,1,0,7597.27314823923,0,0,0
640,1732090.28,1,0,1,0,0,0,0.0,1,1,0
235,206172.95,0,1,0,0,0,0,7678946.373698898,0,0,0
392,542393.87,1,0,0,0,0,1,0.0,1,1,1
405,102340.21,0,0,1,0,0,0,-102340.21,1,1,0
12,19546.02,0,0,0,0,1,0,-19546.02,0,0,0
164,4555.65,0,0,0,0,1,0,19739.45907350831,0,0,0
633,125107.12,1,0,1,0,0,0,0.0,1,1,0
373,8095.19,0,0,0,0,1,0,-8095.19,0,0,0
551,461.98,0,0,0,0,1,0,106794.44122106631,0,0,0
260,3277.76,0,0,0,0,1,0,125381.42078266488,0,0,0
326,98116.37,0,1,0,0,0,0,4955544.865144427,0,0,0
527,7803.22,0,0,0,0,1,0,12225.367880274622,0,0,0
105,188854.39,1,0,1,0,0,0,0.0,1,1,0
188,20135.27,0,0,0,0,1,0,1932.1591805300595,0,0,0
401,27407.03,0,0,0,0,1,0,-9004.029999999999,0,0,0
327,40965.69,0,1,0,0,0,0,6252768.45844438,0,0,0
44,150948.02,0,0,1,0,0,0,-101331.01999999999,1,1,0
48,7666.64,0,0,0,0,1,0,3940.078691180549,0,0,0
264,23674.37,0,0,0,0,0,1,-23544.37,1,1,0
233,185554.01,0,0,1,0,0,0,-185554.01,1,1,0
161,234402.81,0,1,0,0,0,0,10116624.345009293,0,0,0
250,10545.58,0,0,0,0,1,0,-10545.58,0,0,0
19,1503233.89,0,0,0,0,0,1,-1503233.89,1,1,1
180,72824.09,0,1,0,0,0,0,3371321.916885021,0,0,0
322,2335.8,0,0,0,0,1,0,24432.09589266239,0,0,0
18,7582.91,0,0,0,0,1,0,-7582.91,0,0,0
209,309686.12,0,0,1,0,0,0,-309686.12,1,1,0
265,72.54,0,0,0,0,1,0,20921.510943656827,0,0,0
639,349627.64,1,0,1,0,0,0,0.0,1,1,0
327,404721.79,0,0,1,0,0,0,-374596.79,1,1,0
10,2589.16,0,0,0,0,1,0,48716.04599419102,0,0,0
694,32091.41,0,1,0,0,0,0,2088512.4277615428,0,0,0
251,1075.42,0,0,0,0,1,0,-1075.42,0,0,0
347,40638.26,0,0,0,0,1,0,564996.4953999812,0,0,0
374,21703.26,0,0,0,0,1,0,79998.45008384535,0,0,0
135,16403.26,0,0,1,0,0,0,-16403.26,1,1,0
36,10596.45,0,0,0,0,1,0,-10596.45,0,0,0
405,10000000.0,1,0,0,0,0,1,2740864.3262103517,1,1,1
377,9203.46,0,0,0,0,1,0,-9203.46,0,0,0
595,8334.82,0,0,0,0,1,0,-8334.82,0,0,0
331,347600.07,0,0,1,0,0,0,-327133.07,1,1,0
723,128893.5,1,0,1,0,0,0,0.0,1,1,0
202,178602.38,0,0,1,0,0,0,-172867.38,1,1,0
236,4079.19,0,0,0,0,1,0,-4079.19,0,0,0
2,30095.32,0,0,1,0,0,0,-30095.32,1,1,0
675,10000000.0,1,0,0,0,0,1,2772029.0649041627,1,1,1
565,254947.37,1,0,0,0,0,1,0.0,1,1,1
236,546734.4,0,0,1,0,0,0,-546734.4,1,1,0
299,10672110.89,0,0,0,0,0,1,-10672110.89,1,1,1
228,12220.15,0,1,0,0,0,0,-10215.713469537064,0,0,0
277,53412.54,0,0,1,0,0,0,102725.92005818538,1,1,0
394,7179.07,0,0,0,0,1,0,-6389.07,0,0,0
324,195953.36,0,0,1,0,0,0,-195953.36,1,1,0
6,13704.0,1,0,1,0,0,0,0.0,1,1,0
257,8872.03,0,0,0,0,1,0,27812.186366608934,0,0,0
403,18484.78,0,0,0,0,1,0,-18484.78,0,0,0
142,9129.19,0,0,0,0,1,0,45597.1821418481,0,0,0
561,1383818.98,1,0,0,0,0,1,0.0,1,1,1
262,50784.2,0,0,1,0,0,0,-19882.809999999998,1,1,0
44,19439.05,0,0,0,0,1,0,688.4047221813271,0,0,0
230,299014.71,0,0,1,0,0,0,-299014.71,1,1,0
353,19177.66,0,0,0,0,1,0,-19177.66,0,0,0
306,6733.28,0,0,0,0,1,0,-6733.28,0,0,0
352,76434.94,0,0,1,0,0,0,-76434.94,1,1,0
457,173020.24,1,0,0,0,0,1,0.0,1,1,0
142,263669.3,0,0,1,0,0,0,-263669.3,1,1,0
212,20995.16,0,0,0,0,1,0,101449.87255643451,0,0,0
38,156552.33,0,0,1,0,0,0,-128331.32999999999,1,1,0
683,34502.7,1,0,1,0,0,0,0.0,1,1,0
350,90317.91,0,0,1,0,0,0,-89490.91,1,1,0
400,24980.06,0,0,0,0,1,0,-24980.06,0,0,0
180,178414.49,0,0,0,0,0,1,-178414.49,1,1,0
726,185529.91,1,0,1,0,0,0,0.0,1,1,0
214,39047.31,0,0,1,0,0,0,-39047.31,1,1,0
7,164.0,1,0,1,0,0,0,0.0,1,1,0
161,538428.86,1,0,1,0,0,0,0.0,1,1,0
65,1282971.57,1,0,0,0,0,1,0.0,1,1,1
311,180170.25,0,1,0,0,0,0,2057323.1316813165,0,0,0
208,135706.73,0,0,1,0,0,0,930788.156197174,1,1,0
250,18133.18,0,0,0,0,1,0,-18133.18,0,0,0
236,125768.5,0,1,0,0,0,0,2768383.3592537134,0,0,0
205,17070.45,0,0,0,0,1,0,13264.056396052769,0,0,0
229,31222.98,0,0,1,0,0,0,-31222.98,1,1,0
258,2493.71,0,0,0,0,1,0,8531.23733267076,0,0,0
235,123678.2,0,0,0,0,0,1,-123678.2,1,1,0
306,271418.63,0,0,1,0,0,0,-271418.63,1,1,0
158,649682.91,0,0,0,0,0,1,-649682.91,1,1,1
535,72878.02,1,0,1,0,0,0,0.0,1,1,0
308,31608.43,0,1,0,0,0,0,15246500.256000564,0,0,0
143,1417378.47,0,0,0,0,0,1,-1417378.47,1,1,1
401,756263.37,0,0,0,0,0,1,-756263.37,1,1,1
361,1276300.86,1,0,0,0,0,1,0.0,1,1,1
183,5505.54,0,0,0,0,1,0,17458.69179050748,0,0,0
299,36866.93,0,0,1,0,0,0,4385.681761262815,1,1,0
18,222607.74,0,0,1,0,0,0,-196981.74,1,1,0
406,112488.67,0,1,0,0,0,0,-100366.4030538352,0,0,0
531,4791.06,1,0,0,0,0,1,0.0,1,1,0
356,7360.15,1,0,0,0,0,1,0.0,1,1,0
353,174566.53,1,0,0,0,0,1,0.0,1,1,0
397,2107997.33,1,0,1,0,0,0,0.0,1,1,0
38,370920.41,0,0,1,0,0,0,-370723.41,1,1,0
235,417258.27,0,0,1,0,0,0,-406321.27,1,1,0
278,89303.18,1,0,1,0,0,0,0.0,1,1,0
262,7141.54,0,0,0,0,1,0,25278.321857012877,0,0,0
330,12699.45,0,0,0,0,1,0,25105.54871255375,0,0,0
682,64557.77,1,0,0,0,0,1,0.0,1,1,0
164,104026.65,0,0,1,0,0,0,-104026.65,1,1,0
354,155821.8,0,1,0,0,0,0,18539729.40790275,0,0,0
561,285294.11,1,0,1,0,0,0,0.0,1,1,0
404,32860.96,0,1,0,0,0,0,-31038.414349710427,0,0,0
312,134383.84,1,0,1,0,0,0,0.0,1,1,0
658,120582.86,1,0,1,0,0,0,0.0,1,1,0
299,5275.59,0,0,0,0,1,0,-5275.59,0,0,0
102,46081.45,1,0,1,0,0,0,0.0,1,1,0
45,9794.63,0,0,0,0,1,0,111982.90378576123,0,0,0
400,411335.46,0,1,0,0,0,0,-407262.3970512574,0,0,0
495,33164.46,0,0,0,0,1,0,-11083.46,0,0,0
182,164331.33,0,1,0,0,0,0,1039241.6911984769,0,0,0
469,245106.78,1,0,0,0,0,1,0.0,1,1,1
537,2463190.9,1,0,0,0,0,1,0.0,1,1,1
35,17664.0,0,0,0,0,1,0,-17664.0,0,0,0
16,214741.1,0,1,0,0,0,0,-214602.37789597418,0,0,0
264,94605.54,0,0,1,0,0,0,-94605.54,1,1,0
254,154155.29,0,0,1,0,0,0,-150113.29,1,1,0
205,9968.54,0,0,0,0,1,0,10114.23729044278,0,0,0
87,1083860.21,1,0,1,0,0,0,0.0,1,1,0
258,138695.53,0,0,1,0,0,0,-34333.53,1,1,0
381,77316.42,0,0,1,0,0,0,-77316.42,1,1,0
163,98553.56,0,0,1,0,0,0,8493.391773933516,1,1,0
133,16274.51,1,0,1,0,0,0,0.0,1,1,0
396,6705.72,0,0,0,0,1,0,207876.03523909074,0,0,0
140,4867.36,0,0,0,0,1,0,100973.1172663925,0,0,0
461,1464614.79,1,0,1,0,0,0,0.0,1,1,0
19,2314.41,0,0,1,0,0,0,67076.47623073621,1,1,0
397,158753.05,0,0,1,0,0,0,-158753.05,1,1,0
509,2656973.04,1,0,1,0,0,0,0.0,1,1,0
352,37948.72,0,0,0,0,1,0,41668.642216605745,0,0,0
351,31708.52,0,0,1,0,0,0,-24542.52,1,1,0
135,19532.24,0,0,0,0,1,0,-19532.24,0,0,0
346,208263.66,0,0,1,0,0,0,386522.4750188341,1,1,0
306,130115.77,0,0,1,0,0,0,-125099.77,1,1,0
310,2174.23,0,0,0,0,1,0,22955.728196332402,0,0,0
263,273408.94,1,0,1,0,0,0,0.0,1,1,0
230,4750.3,0,0,0,0,1,0,-4750.3,0,0,0
635,182739.36,1,0,0,0,0,1,0.0,1,1,0
301,287295.64,0,0,1,0,0,0,-265699.64,1,1,0
42,36359.57,1,0,1,0,0,0,0.0,1,1,0
406,166220.43,0,1,0,0,0,0,7029610.078148605,0,0,0
500,73604.48,0,0,1,0,0,0,26398.33852016981,1,1,0
231,268978.87,0,0,1,0,0,0,-251958.87,1,1,0
15,29547.81,0,0,1,0,0,0,-29547.81,1,1,0
180,295709.89,0,1,0,0,0,0,17661685.73015324,0,0,0
546,99656.93,1,0,1,0,0,0,0.0,1,1,0
656,5349.74,1,0,1,0,0,0,0.0,1,1,0
201,11598.58,0,0,0,0,1,0,-10674.58,0,0,0
162,13955.92,0,0,0,0,1,0,-13955.92,0,0,0
204,153748.31,0,0,0,0,0,1,-138383.31,1,1,0
251,1239.4,0,1,0,0,0,0,12867947.499555947,0,0,0
227,210.92,1,0,1,0,0,0,0.0,1,1,0
274,100049.92,0,0,1,0,0,0,-50711.92,1,1,0
208,1435.2,0,0,0,0,1,0,-1435.2,0,0,0
372,189272.3,0,0,1,0,0,0,-189272.3,1,1,0
354,104167.82,0,1,0,0,0,0,-52797.77472777393,0,0,0
211,148247.39,0,0,1,0,0,0,-148247.39,1,1,0
255,9830.85,0,0,1,0,0,0,-9830.85,1,1,0
277,2754.57,0,0,0,0,1,0,34167.99062071989,0,0,0
402,724202.36,0,0,1,0,0,0,-724202.36,1,1,0
259,23684.91,0,0,1,0,0,0,-12752.91,1,1,0
380,128629.9,0,1,0,0,0,0,-48061.15110289291,0,0,0
68,5800988.12,1,0,1,0,0,0,0.0,1,1,0
235,14339.68,0,0,0,0,1,0,-14339.68,0,0,0
691,1518718.03,1,0,0,0,0,1,0.0,1,1,1
366,500003.56,1,0,0,0,0,1,0.0,1,1,1
358,22807.23,0,0,0,0,1,0,-22807.23,0,0,0
305,32702.5,0,0,0,0,1,0,-32702.5,0,0,0
407,4987.56,0,0,0,0,1,0,32720.043908637137,0,0,0
310,11520.1,0,0,0,0,1,0,40785.28363862289,0,0,0
308,608647.36,0,0,0,0,0,1,-593363.36,1,1,1
661,9043.68,0,0,0,0,1,0,-134.96000000000095,0,0,0
301,109809.97,0,0,1,0,0,0,-109809.97,1,1,0
628,385207.12,1,0,1,0,0,0,0.0,1,1,0
205,121087.17,0,1,0,0,0,0,504091.9471427708,0,0,0
57,1014816.16,1,0,0,0,0,1,0.0,1,1,1
278,210995.34,0,0,1,0,0,0,698871.9627564956,1,1,0
667,429257.45,1,0,1,0,0,0,0.0,1,1,0
42,4951.36,0,0,0,0,1,0,159519.65999618024,0,0,0
397,577604.35,0,0,1,0,0,0,-414373.35,1,1,0
258,78177.84,0,0,0,0,0,1,-78177.84,1,1,0
127,829012.31,1,0,1,0,0,0,0.0,1,1,0
214,106434.23,1,0,0,0,0,1,0.0,1,1,0
26,1646181.09,1,0,1,0,0,0,0.0,1,1,0
355,188622.45,0,0,1,0,0,0,-131637.45,1,1,0
686,1411271.23,1,0,1,0,0,0,0.0,1,1,0
721,23639.56,1,0,1,0,0,0,0.0,1,1,0
19,17194.47,0,0,0,0,1,0,-17194.47,0,0,0
521,525155.79,1,0,0,0,0,1,0.0,1,1,1
403,598802.4,0,0,0,0,0,1,-592790.4,1,1,1
252,3566.23,0,0,0,0,1,0,-3441.23,0,0,0
16,3770.04,0,0,0,0,1,0,120490.26057048707,0,0,0
18,2595.18,0,0,0,0,1,0,56004.89659253972,0,0,0
322,1622.24,0,0,0,0,1,0,154695.26070382976,0,0,0
35,2308.9,0,0,0,0,1,0,16827.36860054517,0,0,0
19,163199.17,0,1,0,0,0,0,2777180.451928409,0,0,0
517,3533.03,0,0,0,0,1,0,-3533.03,0,0,0
373,62041.74,0,1,0,0,0,0,3224925.725820115,0,0,0
158,550921.27,0,0,0,0,0,1,-550921.27,1,1,1
400,245067.72,0,0,1,0,0,0,-243931.72,1,1,0
273,63159.42,0,0,1,0,0,0,-42706.42,1,1,0
350,2301.59,0,0,1,0,0,0,-2301.59,1,1,0
393,196375.43,0,1,0,0,0,0,696784.4887244457,0,0,0
182,10542.66,0,0,0,0,1,0,334923.8683005051,0,0,0
11,158997.45,0,0,1,0,0,0,-158997.45,1,1,0
399,804454.84,0,0,0,0,0,1,-804454.84,1,1,1
354,16259.13,0,0,0,0,1,0,-16259.13,0,0,0
376,248123.95,1,0,1,0,0,0,0.0,1,1,0
358,12853.94,0,0,0,0,1,0,-12853.94,0,0,0
390,1084144.37,1,0,1,0,0,0,0.0,1,1,0
35,415432.95,0,1,0,0,0,0,-100895.45077919646,0,0,0
180,280530.17,0,0,1,0,0,0,-280530.17,1,1,0
693,463891.31,1,0,1,0,0,0,0.0,1,1,0
9,6034.0,0,0,0,0,1,0,-5872.0,0,0,0
10,25019.51,0,0,0,0,1,0,328716.44700751954,0,0,0
241,1282731.68,1,0,0,0,0,1,0.0,1,1,1
131,4034.77,0,0,0,0,1,0,-4034.77,0,0,0
40,33762.19,0,0,1,0,0,0,6786.985791336549,1,1,0
372,142684.85,0,1,0,0,0,0,13058222.163451878,0,0,0
127,1848199.45,1,0,1,0,0,0,0.0,1,1,0
42,1917497.63,1,0,0,0,0,1,0.0,1,1,1
258,7570.47,0,0,0,0,1,0,626.0786926454011,0,0,0
191,308050.95,0,1,0,0,0,0,4022154.720147349,0,0,0
359,7428844.46,1,0,1,0,0,0,0.0,1,1,0
345,10241.41,0,0,0,0,1,0,73534.38432563806,0,0,0
205,216179.15,1,0,1,0,0,0,0.0,1,1,0
141,147060.76,0,1,0,0,0,0,2126002.1506643128,0,0,0
372,81710.68,0,1,0,0,0,0,2901396.324496158,0,0,0
395,191392.13,0,1,0,0,0,0,410897.7255434864,0,0,0
38,360688.3,1,0,0,0,0,1,0.0,1,1,1
356,149181.84,0,1,0,0,0,0,667912.2287800107,0,0,0
154,531202.74,0,1,0,0,0,0,-530922.9234523432,0,0,0
58,1789155.73,1,0,0,0,0,1,0.0,1,1,1
139,2783.25,0,0,0,0,1,0,-2783.25,0,0,0
131,53340.45,1,0,0,0,0,1,0.0,1,1,0
204,116845.29,0,0,1,0,0,0,-112303.29,1,1,0
45,118025.16,0,0,1,0,0,0,-118025.16,1,1,0
470,913684.05,1,0,0,0,0,1,0.0,1,1,1
354,92243.38,0,1,0,0,0,0,8096976.520467721,0,0,0
336,170038.31,1,0,0,0,0,1,0.0,1,1,0
237,106681.18,1,0,1,0,0,0,0.0,1,1,0
370,64191.17,0,0,1,0,0,0,-43335.17,1,1,0
355,170242.53,0,0,1,0,0,0,-170242.53,1,1,0
156,17728.31,0,0,1,0,0,0,-17728.31,1,1,0
184,96286.54,1,0,0,0,0,1,0.0,1,1,0
8,222.0,1,0,1,0,0,0,0.0,1,1,0
228,2138.0,0,0,0,0,1,0,-2138.0,0,0,0
40,381748.02,0,0,1,0,0,0,-349829.02,1,1,0
160,237767.89,0,0,1,0,0,0,-237767.89,1,1,0
17,315934.13,0,1,0,0,0,0,-246520.99193617364,0,0,0
262,88440.58,0,0,1,0,0,0,93951.96932852104,1,1,0
11,28540.4,0,0,0,0,1,0,-8588.400000000001,0,0,0
596,434401.5,1,0,1,0,0,0,0.0,1,1,0
12,1453.48,0,0,0,0,1,0,1119687.8914261314,0,0,0
46,35016.23,1,0,0,0,0,1,0.0,1,1,0
11,126269.81,0,0,1,0,0,0,-68658.81,1,1,0
354,1213593.82,0,0,0,0,0,1,-1213593.82,1,1,1
56,82767.31,1,0,0,0,0,1,0.0,1,1,0
163,180996.62,0,0,1,0,0,0,-177920.62,1,1,0
204,147160.98,0,1,0,0,0,0,1283729.4082889897,0,0,0
274,982414.06,1,0,0,0,0,1,0.0,1,1,1
550,137942.93,0,0,0,0,0,1,-127822.93,1,1,0
5,2205.72,0,0,0,0,1,0,14510.406650220784,0,0,0
334,118856.18,0,1,0,0,0,0,64981.94947630778,0,0,0
400,217082.82,0,0,1,0,0,0,-214024.82,1,1,0
264,1894.69,0,0,0,0,1,0,18397.489442527924,0,0,0
383,16949.77,0,0,0,0,1,0,-16949.77,0,0,0
15,272147.57,0,1,0,0,0,0,2173652.064606732,0,0,0
269,278619.91,1,0,1,0,0,0,0.0,1,1,0
185,830495.23,1,0,1,0,0,0,0.0,1,1,0
235,118594.18,0,1,0,0,0,0,10885060.445540393,0,0,0
7,1020.85,0,0,0,0,1,0,29784.847865530486,0,0,0
647,1517771.48,1,0,0,0,0,1,0.0,1,1,1
12,19672.54,0,0,0,0,1,0,369214.0508307337,0,0,0
350,2728625.68,1,0,0,0,0,1,0.0,1,1,1
9,95015.38,0,0,1,0,0,0,-45774.380000000005,1,1,0
176,665489.33,1,0,1,0,0,0,0.0,1,1,0
538,11351.46,0,0,0,0,1,0,43189.85636880973,0,0,0
274,164050.78,0,1,0,0,0,0,-137319.93895367914,0,0,0
439,112656.24,1,0,0,0,0,1,0.0,1,1,0
443,1591263.43,1,0,0,0,0,1,0.0,1,1,1
13,14721.29,0,0,0,0,1,0,-14721.29,0,0,0
205,23658.81,0,1,0,0,0,0,2268087.084898194,0,0,0
259,186012.09,0,1,0,0,0,0,-174750.28241525652,0,0,0
264,7304.56,1,0,1,0,0,0,0.0,1,1,0
317,1160652.82,1,0,0,0,0,1,0.0,1,1,1
669,106290.68,1,0,1,0,0,0,0.0,1,1,0
372,744264.21,0,0,0,0,0,1,-441986.20999999996,1,1,1
350,21683.72,0,0,0,0,1,0,-21683.72,0,0,0
93,315654.19,1,0,1,0,0,0,0.0,1,1,0
132,279758.43,0,0,1,0,0,0,-279739.43,1,1,0
273,2230432.56,1,0,1,0,0,0,0.0,1,1,0
279,516309.31,0,0,1,0,0,0,-516309.31,1,1,0
307,1749325.14,1,0,1,0,0,0,0.0,1,1,0
307,8538.18,0,0,1,0,0,0,-7681.18,1,1,0
202,61886.36,0,0,1,0,0,0,38285.08688255714,1,1,0
279,3972.5,0,0,0,0,1,0,-3972.5,0,0,0
250,114881.44,0,0,1,0,0,0,-49396.44,1,1,0
275,35249.62,0,0,1,0,0,0,-35249.62,1,1,0
372,187503.32,0,1,0,0,0,0,-110688.80495859528,0,0,0
178,80365.02,0,0,1,0,0,0,-68972.02,1,1,0
692,6856104.02,1,0,1,0,0,0,0.0,1,1,0
130,11048.54,0,0,1,0,0,0,-11048.54,1,1,0
637,107246.03,1,0,0,0,0,1,0.0,1,1,0
66,126715.84,1,0,1,0,0,0,0.0,1,1,0
299,5292.67,0,0,0,0,1,0,-5292.67,0,0,0
37,503793.25,1,0,0,0,0,1,0.0,1,1,1
405,83420.18,0,0,0,0,0,1,19336.94966496939,1,1,0
350,40772.75,0,0,1,0,0,0,-39588.75,1,1,0
307,634426.6,0,0,0,0,0,1,-631277.6,1,1,1
161,154952.21,0,0,1,0,0,0,-144361.21,1,1,0
385,3178.55,0,0,0,0,1,0,226932.1175350408,0,0,0
284,501070.34,0,0,1,0,0,0,-501070.34,1,1,0
281,53049.48,0,0,1,0,0,0,-39466.48,1,1,0
184,258647.55,0,0,1,0,0,0,-183181.13,1,1,0
13,34014.02,0,0,0,0,1,0,72667.78617875266,0,0,0
154,12876.37,0,0,0,0,1,0,-12876.37,0,0,0
354,3657.39,0,0,0,0,1,0,43026.940147101224,0,0,0
10,1357386.78,0,0,0,0,0,1,-1352145.55,1,1,1
323,1388523.16,0,0,0,0,0,1,-1375359.16,1,1,1
380,196107.32,0,1,0,0,0,0,-155710.69377671892,0,0,0
694,71729.96,1,0,1,0,0,0,0.0,1,1,0
20,16614.82,1,0,1,0,0,0,0.0,1,1,0
358,7951.77,0,0,0,0,1,0,-7951.77,0,0,0
277,4538.09,0,0,0,1,0,0,89412.50884544231,0,0,0
656,10562.71,0,0,0,0,1,0,5799.3128397249475,0,0,0
352,16790.32,0,0,0,0,1,0,-16790.32,0,0,0
